Transaction ID,Transaction Date,Product Key,Quantity,Unit Price,Total Sales
TXN-07-0050,2026-07-19,SanDisk Extreme Portable SSD 1TB,2,10802.84,21605.68
TXN-07-0051,2026-07-08,Belkin USB-C 7-in-1 Hub,2,6295.99,12591.98
TXN-07-0052,2026-07-05,SanDisk Extreme Portable SSD 1TB,4,10254.9,41019.6
TXN-07-0053,2026-07-29,APC Back-UPS 1100VA,7,9281.01,64967.07
TXN-07-0054,2026-07-12,HP E24 G5 Monitor,10,21211.47,212114.7
TXN-07-0055,2026-07-02,Lenovo ThinkVision T24i,11,24289.11,267180.21
TXN-07-0056,2026-07-02,Logitech Brio 500 Webcam,2,11600.43,23200.86
TXN-07-0057,2026-07-31,Belkin USB-C 7-in-1 Hub,19,6478.65,123094.35
TXN-07-0058,2026-07-23,Kingston DataTraveler 64GB,14,714.68,10005.52
TXN-07-0059,2026-07-31,Cisco CBS110 Network Switch,6,8334.67,50008.02
TXN-07-0060,2026-07-05,Logitech Brio 500 Webcam,15,11100.18,166502.7
TXN-07-0061,2026-07-27,Logitech MX Master 3S,8,8479.33,67834.64
TXN-07-0062,2026-07-02,Logitech K380 Keyboard,4,3206.08,12824.32
TXN-07-0063,2026-07-04,Lenovo ThinkVision T24i,10,22395.94,223959.4
TXN-07-0064,2026-07-03,Dell P2425H Monitor,14,20056.18,280786.52
TXN-07-0065,2026-07-25,Jabra Evolve2 40 Headset,19,13069.08,248312.52
TXN-07-0066,2026-07-18,Belkin USB-C 7-in-1 Hub,14,6153.1,86143.4
TXN-07-0067,2026-07-19,Logitech K380 Keyboard,7,3414.74,23903.18
TXN-07-0068,2026-07-21,TP-Link UE300 Ethernet Adapter,3,1143.59,3430.77
TXN-07-0069,2026-07-13,HP E24 G5 Monitor,19,21003.76,399071.44
TXN-07-0070,2026-07-15,APC Back-UPS 1100VA,11,8692.64,95619.04
TXN-07-0071,2026-07-21,Logitech MX Master 3S,11,8739.19,96131.09
TXN-07-0072,2026-07-04,Jabra Evolve2 40 Headset,1,11950.53,11950.53
TXN-07-0073,2026-07-26,Jabra Evolve2 40 Headset,4,12180.33,48721.32
TXN-07-0074,2026-07-07,Logitech MX Master 3S,5,8776.88,43884.4
TXN-07-0075,2026-07-15,Logitech Brio 500 Webcam,6,10398.67,62392.02
TXN-07-0076,2026-07-13,Poly Studio P15 Video Bar,12,34604.91,415258.92
TXN-07-0077,2026-07-14,APC Back-UPS 1100VA,2,9292.51,18585.02
TXN-07-0078,2026-07-03,Belkin USB-C 7-in-1 Hub,2,6277.52,12555.04
TXN-07-0079,2026-07-22,Microsoft LifeCam HD-3000,7,3652.34,25566.38
TXN-07-0080,2026-07-27,Logitech Brio 500 Webcam,6,10432.15,62592.9
TXN-07-0081,2026-07-09,TP-Link UE300 Ethernet Adapter,16,1137.42,18198.72
TXN-07-0082,2026-07-27,Kingston DataTraveler 64GB,3,694.52,2083.56
TXN-07-0083,2026-07-05,APC Back-UPS 1100VA,1,8920.33,8920.33
TXN-07-0084,2026-07-01,Microsoft LifeCam HD-3000,14,3297.35,46162.9
TXN-07-0085,2026-07-29,Samsung T7 Shield SSD 2TB,10,17717.88,177178.8
TXN-07-0086,2026-07-01,Belkin USB-C 7-in-1 Hub,13,6888.62,89552.06
TXN-07-0087,2026-07-01,Cisco CBS110 Network Switch,16,8392.06,134272.96
TXN-07-0088,2026-07-07,Microsoft LifeCam HD-3000,4,3582.04,14328.16
TXN-07-0089,2026-07-24,Poly Studio P15 Video Bar,9,33124.36,298119.24
TXN-07-0090,2026-07-10,Cisco CBS110 Network Switch,7,8540.43,59783.01
TXN-07-0091,2026-07-14,Samsung T7 Shield SSD 2TB,13,18133.24,235732.12
TXN-07-0092,2026-07-10,Belkin USB-C 7-in-1 Hub,15,6235.83,93537.45
TXN-07-0093,2026-07-01,SanDisk Extreme Portable SSD 1TB,3,10128.58,30385.74
TXN-07-0094,2026-07-20,Cisco CBS110 Network Switch,18,8698.35,156570.3
TXN-07-0095,2026-07-27,Logitech MX Master 3S,15,8712.82,130692.3
TXN-07-0096,2026-07-10,Lenovo ThinkVision T24i,15,21699.63,325494.45
TXN-07-0097,2026-07-09,SanDisk Extreme Portable SSD 1TB,6,10675.5,64053.0
TXN-07-0098,2026-07-22,APC Back-UPS 1100VA,17,9157.85,155683.45
TXN-07-0099,2026-07-12,Samsung T7 Shield SSD 2TB,12,18504.25,222051.0
TXN-07-0100,2026-07-22,APC Back-UPS 1100VA,17,8774.9,149173.3
TXN-07-0101,2026-07-22,Belkin USB-C 7-in-1 Hub,10,6380.44,63804.4
TXN-07-0102,2026-07-19,Kingston DataTraveler 64GB,10,686.79,6867.9
TXN-07-0103,2026-07-15,Samsung T7 Shield SSD 2TB,3,18030.22,54090.66
TXN-07-0104,2026-07-07,Logitech K380 Keyboard,11,3301.87,36320.57
TXN-07-0105,2026-07-28,Belkin USB-C 7-in-1 Hub,13,6715.36,87299.68
TXN-07-0106,2026-07-31,SanDisk Extreme Portable SSD 1TB,2,10372.39,20744.78
TXN-07-0107,2026-07-28,Poly Studio P15 Video Bar,5,33913.17,169565.85
TXN-07-0108,2026-07-23,Dell P2425H Monitor,4,18728.22,74912.88
TXN-07-0109,2026-07-10,Jabra Evolve2 40 Headset,10,12376.23,123762.3
TXN-07-0110,2026-07-03,HP E24 G5 Monitor,19,21560.6,409651.4
TXN-07-0111,2026-07-21,SanDisk Extreme Portable SSD 1TB,6,10433.5,62601.0
TXN-07-0112,2026-07-24,Cisco CBS110 Network Switch,14,8161.63,114262.82
TXN-07-0113,2026-07-22,HP E24 G5 Monitor,18,21136.49,380456.82
TXN-07-0114,2026-07-18,Lenovo ThinkVision T24i,2,22887.39,45774.78
TXN-07-0115,2026-07-13,HP E24 G5 Monitor,19,21721.83,412714.77
TXN-07-0116,2026-07-19,Kingston DataTraveler 64GB,12,677.08,8124.96
TXN-07-0117,2026-07-08,Cisco CBS110 Network Switch,7,8444.05,59108.35
TXN-07-0118,2026-07-17,Cisco CBS110 Network Switch,18,8529.53,153531.54
TXN-07-0119,2026-07-26,Logitech MX Master 3S,9,9377.56,84398.04
TXN-07-0120,2026-07-17,Microsoft LifeCam HD-3000,14,3564.93,49909.02
TXN-07-0121,2026-07-18,Poly Studio P15 Video Bar,10,33935.24,339352.4
TXN-07-0122,2026-07-20,Samsung T7 Shield SSD 2TB,20,18389.05,367781.0
TXN-07-0123,2026-07-14,Jabra Evolve2 40 Headset,16,12218.83,195501.28
TXN-07-0124,2026-07-14,Jabra Evolve2 40 Headset,15,11884.56,178268.4
TXN-07-0125,2026-07-09,Microsoft LifeCam HD-3000,2,3588.35,7176.7
TXN-07-0126,2026-07-06,Dell P2425H Monitor,12,20002.91,240034.92
TXN-07-0127,2026-07-25,Poly Studio P15 Video Bar,11,35241.7,387658.7
TXN-07-0128,2026-07-03,Logitech K380 Keyboard,18,3294.33,59297.94
TXN-07-0129,2026-07-07,Logitech MX Master 3S,17,9389.35,159618.95
TXN-07-0130,2026-07-17,Samsung T7 Shield SSD 2TB,17,18102.73,307746.41
TXN-07-0131,2026-07-30,Dell P2425H Monitor,9,20067.49,180607.41
TXN-07-0132,2026-07-31,Logitech K380 Keyboard,10,3379.18,33791.8
TXN-07-0133,2026-07-01,HP E24 G5 Monitor,16,20923.76,334780.16
TXN-07-0134,2026-07-30,Logitech MX Master 3S,19,8924.03,169556.57
TXN-07-0135,2026-07-23,Poly Studio P15 Video Bar,1,36190.89,36190.89
TXN-07-0136,2026-07-01,Samsung T7 Shield SSD 2TB,12,18651.71,223820.52
TXN-07-0137,2026-07-24,Kingston DataTraveler 64GB,1,713.88,713.88
TXN-07-0138,2026-07-01,SanDisk Extreme Portable SSD 1TB,5,9911.75,49558.75
TXN-07-0139,2026-07-03,Logitech MX Master 3S,16,8659.68,138554.88
TXN-07-0140,2026-07-13,Logitech Brio 500 Webcam,16,11414.4,182630.4
TXN-07-0141,2026-07-22,Microsoft LifeCam HD-3000,6,3394.69,20368.14
TXN-07-0142,2026-07-30,Logitech Brio 500 Webcam,16,11468.69,183499.04
TXN-07-0143,2026-07-05,Lenovo ThinkVision T24i,15,22986.49,344797.35
TXN-07-0144,2026-07-22,Logitech K380 Keyboard,12,3298.63,39583.56
TXN-07-0145,2026-07-19,Cisco CBS110 Network Switch,9,8761.73,78855.57
TXN-07-0146,2026-07-11,APC Back-UPS 1100VA,8,8721.75,69774.0
TXN-07-0147,2026-07-16,Lenovo ThinkVision T24i,1,23410.78,23410.78
TXN-07-0148,2026-07-11,Jabra Evolve2 40 Headset,19,13031.11,247591.09
TXN-07-0149,2026-07-22,SanDisk Extreme Portable SSD 1TB,16,10488.45,167815.2
TXN-07-0150,2026-07-18,SanDisk Extreme Portable SSD 1TB,4,10216.99,40867.96
TXN-07-0151,2026-07-17,Samsung T7 Shield SSD 2TB,2,18902.18,37804.36
TXN-07-0152,2026-07-19,Jabra Evolve2 40 Headset,18,12462.93,224332.74
TXN-07-0153,2026-07-31,Logitech MX Master 3S,9,8537.54,76837.86
TXN-07-0154,2026-07-30,Logitech K380 Keyboard,4,3437.13,13748.52
TXN-07-0155,2026-07-08,Microsoft LifeCam HD-3000,13,3654.96,47514.48
TXN-07-0156,2026-07-25,Logitech Brio 500 Webcam,7,11487.92,80415.44
TXN-07-0157,2026-07-18,HP E24 G5 Monitor,12,21692.53,260310.36
TXN-07-0158,2026-07-26,Dell P2425H Monitor,13,18686.47,242924.11
TXN-07-0159,2026-07-30,Cisco CBS110 Network Switch,4,8089.62,32358.48
TXN-07-0160,2026-07-12,Dell P2425H Monitor,3,18738.71,56216.13
TXN-07-0161,2026-07-31,Logitech K380 Keyboard,19,3345.31,63560.89
TXN-07-0162,2026-07-15,Belkin USB-C 7-in-1 Hub,1,6410.62,6410.62
TXN-07-0163,2026-07-01,Kingston DataTraveler 64GB,12,698.96,8387.52
TXN-07-0164,2026-07-26,Samsung T7 Shield SSD 2TB,8,17407.27,139258.16
TXN-07-0165,2026-07-26,HP E24 G5 Monitor,12,21862.57,262350.84
TXN-07-0166,2026-07-27,Samsung T7 Shield SSD 2TB,20,16958.54,339170.8
TXN-07-0167,2026-07-12,Samsung T7 Shield SSD 2TB,14,17473.86,244634.04
TXN-07-0168,2026-07-03,Poly Studio P15 Video Bar,9,36862.82,331765.38
TXN-07-0169,2026-07-20,Poly Studio P15 Video Bar,2,32982.59,65965.18
TXN-07-0170,2026-07-10,Logitech Brio 500 Webcam,4,11658.49,46633.96
TXN-07-0171,2026-07-06,Poly Studio P15 Video Bar,15,32948.01,494220.15
TXN-07-0172,2026-07-27,Poly Studio P15 Video Bar,15,34486.54,517298.1
TXN-07-0173,2026-07-21,Cisco CBS110 Network Switch,7,8089.8,56628.6
TXN-07-0174,2026-07-26,Logitech MX Master 3S,7,9170.38,64192.66
TXN-07-0175,2026-07-04,APC Back-UPS 1100VA,7,9356.34,65494.38
TXN-07-0176,2026-07-16,Lenovo ThinkVision T24i,1,23960.08,23960.08
TXN-07-0177,2026-07-31,Dell P2425H Monitor,18,19844.02,357192.36
TXN-07-0178,2026-07-27,Logitech Brio 500 Webcam,18,11105.61,199900.98
TXN-07-0179,2026-07-15,Dell P2425H Monitor,13,19645.6,255392.8
TXN-07-0180,2026-07-11,Lenovo ThinkVision T24i,11,24149.17,265640.87
TXN-07-0181,2026-07-27,TP-Link UE300 Ethernet Adapter,3,1212.02,3636.06
TXN-07-0182,2026-07-10,Belkin USB-C 7-in-1 Hub,14,6718.95,94065.3
TXN-07-0183,2026-07-13,SanDisk Extreme Portable SSD 1TB,1,9912.14,9912.14
TXN-07-0184,2026-07-28,Belkin USB-C 7-in-1 Hub,12,6509.53,78114.36
TXN-07-0185,2026-07-28,Jabra Evolve2 40 Headset,15,12305.85,184587.75
TXN-07-0186,2026-07-08,HP E24 G5 Monitor,8,22071.37,176570.96
TXN-07-0187,2026-07-10,TP-Link UE300 Ethernet Adapter,3,1263.37,3790.11
TXN-07-0188,2026-07-18,Belkin USB-C 7-in-1 Hub,9,6744.86,60703.74
TXN-07-0189,2026-07-20,Lenovo ThinkVision T24i,17,23940.71,406992.07
TXN-07-0190,2026-07-13,Kingston DataTraveler 64GB,15,688.8,10332.0
TXN-07-0191,2026-07-03,Logitech MX Master 3S,4,8620.6,34482.4
TXN-07-0192,2026-07-27,SanDisk Extreme Portable SSD 1TB,15,10672.23,160083.45
TXN-07-0193,2026-07-12,TP-Link UE300 Ethernet Adapter,14,1203.3,16846.2
TXN-07-0194,2026-07-26,Cisco CBS110 Network Switch,11,8755.34,96308.74
TXN-07-0195,2026-07-28,Microsoft LifeCam HD-3000,13,3332.53,43322.89
TXN-07-0196,2026-07-12,SanDisk Extreme Portable SSD 1TB,15,10843.41,162651.15
TXN-07-0197,2026-07-28,Microsoft LifeCam HD-3000,17,3617.08,61490.36
TXN-07-0198,2026-07-07,Logitech Brio 500 Webcam,13,10503.09,136540.17
TXN-07-0199,2026-07-28,TP-Link UE300 Ethernet Adapter,16,1172.04,18752.64
TXN-07-0200,2026-07-31,HP E24 G5 Monitor,10,21422.58,214225.8
TXN-07-0201,2026-07-21,TP-Link UE300 Ethernet Adapter,10,1238.09,12380.9
TXN-07-0202,2026-07-16,Dell P2425H Monitor,3,18151.28,54453.84
TXN-07-0203,2026-07-12,Poly Studio P15 Video Bar,11,36384.9,400233.9
TXN-07-0204,2026-07-30,Logitech K380 Keyboard,12,3382.44,40589.28
TXN-07-0205,2026-07-29,Dell P2425H Monitor,15,19913.51,298702.65
TXN-07-0206,2026-07-14,SanDisk Extreme Portable SSD 1TB,2,9998.99,19997.98
TXN-07-0207,2026-07-28,Dell P2425H Monitor,11,18232.21,200554.31
TXN-07-0208,2026-07-07,Jabra Evolve2 40 Headset,17,12665.23,215308.91
TXN-07-0209,2026-07-17,Lenovo ThinkVision T24i,10,21723.78,217237.8
TXN-07-0210,2026-07-13,Logitech K380 Keyboard,20,3357.42,67148.4
TXN-07-0211,2026-07-21,Belkin USB-C 7-in-1 Hub,13,6463.91,84030.83
TXN-07-0212,2026-07-12,Poly Studio P15 Video Bar,20,36909.09,738181.8
TXN-07-0213,2026-07-05,Cisco CBS110 Network Switch,15,8737.37,131060.55
TXN-07-0214,2026-07-17,Jabra Evolve2 40 Headset,12,12666.28,151995.36
TXN-07-0215,2026-07-29,Kingston DataTraveler 64GB,15,685.57,10283.55
TXN-07-0216,2026-07-30,Samsung T7 Shield SSD 2TB,8,17866.45,142931.6
TXN-07-0217,2026-07-11,TP-Link UE300 Ethernet Adapter,13,1143.34,14863.42
TXN-07-0218,2026-07-27,HP E24 G5 Monitor,4,20354.66,81418.64
TXN-07-0219,2026-07-28,Kingston DataTraveler 64GB,10,672.96,6729.6
TXN-07-0220,2026-07-23,Kingston DataTraveler 64GB,14,670.67,9389.38
TXN-07-0221,2026-07-23,Samsung T7 Shield SSD 2TB,14,17456.75,244394.5
TXN-07-0222,2026-07-05,Jabra Evolve2 40 Headset,1,12462.58,12462.58
TXN-07-0223,2026-07-12,Jabra Evolve2 40 Headset,9,13210.69,118896.21
TXN-07-0224,2026-07-11,Logitech MX Master 3S,4,9179.31,36717.24
TXN-07-0225,2026-07-02,Cisco CBS110 Network Switch,5,8603.05,43015.25
TXN-07-0226,2026-07-12,HP E24 G5 Monitor,3,22189.69,66569.07
TXN-07-0227,2026-07-11,Logitech K380 Keyboard,1,3457.81,3457.81
TXN-07-0228,2026-07-10,Kingston DataTraveler 64GB,7,723.17,5062.19
TXN-07-0229,2026-07-08,Belkin USB-C 7-in-1 Hub,2,6247.55,12495.1
TXN-07-0230,2026-07-10,Samsung T7 Shield SSD 2TB,17,17072.76,290236.92
TXN-07-0231,2026-07-24,Lenovo ThinkVision T24i,13,21917.94,284933.22
TXN-07-0232,2026-07-05,Microsoft LifeCam HD-3000,12,3328.3,39939.6
TXN-07-0233,2026-07-09,HP E24 G5 Monitor,2,20926.4,41852.8
TXN-07-0234,2026-07-19,Logitech MX Master 3S,14,9147.16,128060.24
TXN-07-0235,2026-07-26,HP E24 G5 Monitor,18,21995.91,395926.38
TXN-07-0236,2026-07-20,Poly Studio P15 Video Bar,20,36852.85,737057.0
TXN-07-0237,2026-07-17,APC Back-UPS 1100VA,14,8931.38,125039.32
TXN-07-0238,2026-07-23,Kingston DataTraveler 64GB,13,727.12,9452.56
TXN-07-0239,2026-07-23,Cisco CBS110 Network Switch,5,8203.22,41016.1
TXN-07-0240,2026-07-24,APC Back-UPS 1100VA,11,8569.4,94263.4
TXN-07-0241,2026-07-03,Jabra Evolve2 40 Headset,3,12765.74,38297.22
TXN-07-0242,2026-07-06,TP-Link UE300 Ethernet Adapter,13,1135.42,14760.46
TXN-07-0243,2026-07-16,Logitech K380 Keyboard,15,3238.11,48571.65
TXN-07-0244,2026-07-15,Jabra Evolve2 40 Headset,5,11838.07,59190.35
TXN-07-0245,2026-07-14,Poly Studio P15 Video Bar,9,32899.26,296093.34
TXN-07-0246,2026-07-25,Kingston DataTraveler 64GB,12,688.94,8267.28
TXN-07-0247,2026-07-22,HP E24 G5 Monitor,10,22209.57,222095.7
TXN-07-0248,2026-07-09,Jabra Evolve2 40 Headset,19,11972.5,227477.5
TXN-07-0249,2026-07-19,Cisco CBS110 Network Switch,15,8939.62,134094.3
TXN-07-0250,2026-07-09,APC Back-UPS 1100VA,7,9211.63,64481.41
TXN-07-0251,2026-07-14,HP E24 G5 Monitor,12,22586.87,271042.44
TXN-07-0252,2026-07-19,SanDisk Extreme Portable SSD 1TB,2,9991.51,19983.02
TXN-07-0253,2026-07-25,Belkin USB-C 7-in-1 Hub,14,6210.52,86947.28
TXN-07-0254,2026-07-23,Poly Studio P15 Video Bar,15,36841.53,552622.95
TXN-07-0255,2026-07-20,Samsung T7 Shield SSD 2TB,13,17751.01,230763.13
TXN-07-0256,2026-07-14,APC Back-UPS 1100VA,18,8896.28,160133.04
TXN-07-0257,2026-07-09,TP-Link UE300 Ethernet Adapter,12,1184.54,14214.48
TXN-07-0258,2026-07-06,Dell P2425H Monitor,16,19156.44,306503.04
TXN-07-0259,2026-07-03,Cisco CBS110 Network Switch,4,8507.19,34028.76
TXN-07-0260,2026-07-24,SanDisk Extreme Portable SSD 1TB,15,10477.4,157161.0
TXN-07-0261,2026-07-21,Logitech K380 Keyboard,9,3365.01,30285.09
TXN-07-0262,2026-07-12,Logitech K380 Keyboard,16,3143.59,50297.44
TXN-07-0263,2026-07-01,Samsung T7 Shield SSD 2TB,12,17095.89,205150.68
TXN-07-0264,2026-07-08,APC Back-UPS 1100VA,3,9058.37,27175.11
TXN-07-0265,2026-07-28,Samsung T7 Shield SSD 2TB,13,17692.81,230006.53
TXN-07-0266,2026-07-18,Poly Studio P15 Video Bar,5,32932.25,164661.25
TXN-07-0267,2026-07-02,Lenovo ThinkVision T24i,16,22766.14,364258.24
TXN-07-0268,2026-07-20,Lenovo ThinkVision T24i,14,22869.39,320171.46
TXN-07-0269,2026-07-28,APC Back-UPS 1100VA,15,8614.54,129218.1
TXN-07-0270,2026-07-13,Poly Studio P15 Video Bar,12,35733.39,428800.68
TXN-07-0271,2026-07-02,Poly Studio P15 Video Bar,14,36608.21,512514.94
TXN-07-0272,2026-07-15,Poly Studio P15 Video Bar,16,35434.19,566947.04
TXN-07-0273,2026-07-10,APC Back-UPS 1100VA,2,9489.22,18978.44
TXN-07-0274,2026-07-17,Kingston DataTraveler 64GB,16,690.42,11046.72
TXN-07-0275,2026-07-06,APC Back-UPS 1100VA,1,8654.57,8654.57
TXN-07-0276,2026-07-28,Logitech Brio 500 Webcam,17,11083.07,188412.19
TXN-07-0277,2026-07-22,Cisco CBS110 Network Switch,12,8605.37,103264.44
TXN-07-0278,2026-07-09,Kingston DataTraveler 64GB,19,714.54,13576.26
TXN-07-0279,2026-07-15,Logitech Brio 500 Webcam,14,10935.75,153100.5
TXN-07-0280,2026-07-29,TP-Link UE300 Ethernet Adapter,8,1239.16,9913.28
TXN-07-0281,2026-07-07,Microsoft LifeCam HD-3000,4,3704.27,14817.08
TXN-07-0282,2026-07-03,Microsoft LifeCam HD-3000,10,3408.78,34087.8
TXN-07-0283,2026-07-18,Logitech K380 Keyboard,6,3268.93,19613.58
TXN-07-0284,2026-07-30,TP-Link UE300 Ethernet Adapter,2,1270.68,2541.36
TXN-07-0285,2026-07-04,SanDisk Extreme Portable SSD 1TB,4,10906.44,43625.76
TXN-07-0286,2026-07-21,Dell P2425H Monitor,3,18269.88,54809.64
TXN-07-0287,2026-07-14,APC Back-UPS 1100VA,15,8696.6,130449.0
TXN-07-0288,2026-07-07,Logitech Brio 500 Webcam,13,10856.79,141138.27
TXN-07-0289,2026-07-22,Microsoft LifeCam HD-3000,5,3343.56,16717.8
TXN-07-0290,2026-07-02,TP-Link UE300 Ethernet Adapter,5,1134.48,5672.4
TXN-07-0291,2026-07-08,Poly Studio P15 Video Bar,7,33574.26,235019.82
TXN-07-0292,2026-07-23,Logitech Brio 500 Webcam,13,11604.0,150852.0
TXN-07-0293,2026-07-11,TP-Link UE300 Ethernet Adapter,3,1133.42,3400.26
TXN-07-0294,2026-07-15,Belkin USB-C 7-in-1 Hub,13,6137.07,79781.91
TXN-07-0295,2026-07-08,SanDisk Extreme Portable SSD 1TB,7,10828.31,75798.17
TXN-07-0296,2026-07-28,SanDisk Extreme Portable SSD 1TB,20,10151.42,203028.4
TXN-07-0297,2026-07-28,HP E24 G5 Monitor,3,21979.43,65938.29
TXN-07-0298,2026-07-21,Jabra Evolve2 40 Headset,20,12379.45,247589.0
TXN-07-0299,2026-07-22,Dell P2425H Monitor,7,19141.86,133993.02
TXN-07-0300,2026-07-17,Cisco CBS110 Network Switch,10,8718.5,87185.0
TXN-07-0301,2026-07-27,Logitech Brio 500 Webcam,7,11649.98,81549.86
TXN-07-0302,2026-07-09,Microsoft LifeCam HD-3000,5,3553.32,17766.6
TXN-07-0303,2026-07-06,Belkin USB-C 7-in-1 Hub,20,6807.78,136155.6
TXN-07-0304,2026-07-01,Poly Studio P15 Video Bar,5,34558.79,172793.95
TXN-07-0305,2026-07-22,Lenovo ThinkVision T24i,6,24090.53,144543.18
TXN-07-0306,2026-07-30,Jabra Evolve2 40 Headset,14,12105.27,169473.78
TXN-07-0307,2026-07-15,Jabra Evolve2 40 Headset,1,12385.38,12385.38
TXN-07-0308,2026-07-13,Lenovo ThinkVision T24i,3,23036.56,69109.68
TXN-07-0309,2026-07-07,HP E24 G5 Monitor,19,21600.0,410400.0
TXN-07-0310,2026-07-14,SanDisk Extreme Portable SSD 1TB,14,10375.54,145257.56
TXN-07-0311,2026-07-13,TP-Link UE300 Ethernet Adapter,8,1178.76,9430.08
TXN-07-0312,2026-07-22,Jabra Evolve2 40 Headset,5,12102.76,60513.8
TXN-07-0313,2026-07-10,APC Back-UPS 1100VA,9,9124.16,82117.44
TXN-07-0314,2026-07-05,HP E24 G5 Monitor,20,21972.05,439441.0
TXN-07-0315,2026-07-13,Logitech Brio 500 Webcam,3,11296.95,33890.85
TXN-07-0316,2026-07-08,Logitech K380 Keyboard,16,3343.35,53493.6
TXN-07-0317,2026-07-08,Belkin USB-C 7-in-1 Hub,9,6395.42,57558.78
TXN-07-0318,2026-07-19,Logitech MX Master 3S,3,9129.81,27389.43
TXN-07-0319,2026-07-10,Samsung T7 Shield SSD 2TB,13,18738.58,243601.54
TXN-07-0320,2026-07-09,Lenovo ThinkVision T24i,11,23881.0,262691.0
